Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
67,20,0,,19900,0,,0,0,0,0,0,11,7,0,0,1,7,5,1970,1989,0,0,7,4,0.0,287.0,1,0,1,0.0,0.0,1.0,0.0,912,0.0,0,1035,1947,0,2,0,0.0,2207,0,0,2207,1,0,2,0,3,1,1,7,1,1,1.0,0.0,16.0,0.0,2,576,0.0,0.0,0,301,0,0,0,0,0,,,,0,7,4,0,0,180000
68,20,0,72.0,10665,0,,1,0,0,0,0,0,0,0,0,1,7,5,2003,2003,0,0,0,0,0.0,167.0,0,0,0,0.0,0.0,3.0,0.0,1013,0.0,0,440,1453,0,0,0,0.0,1479,0,0,1479,1,0,2,0,3,1,0,7,0,0,,0.0,0.0,0.0,2,558,0.0,0.0,0,144,29,0,0,0,0,,,,0,6,1,0,0,226000
69,30,1,47.0,4608,0,,0,0,0,2,0,7,3,0,0,1,4,6,1945,1950,0,0,1,1,1.0,0.0,1,1,1,1.0,0.0,0.0,2.0,0,0.0,0,747,747,0,2,0,0.0,747,0,0,747,0,0,1,0,2,1,1,4,0,0,,0.0,41.0,1.0,1,220,0.0,0.0,0,0,0,0,0,0,0,,,,0,6,4,0,0,80000
70,50,0,81.0,15593,0,,0,0,0,2,0,19,0,0,0,2,7,4,1953,1953,0,0,4,9,1.0,0.0,0,0,1,1.0,0.0,0.0,4.0,603,0.0,0,701,1304,1,2,0,0.0,1304,983,0,2287,0,0,2,0,3,1,1,7,0,1,0.0,0.0,30.0,2.0,2,667,0.0,0.0,0,0,21,114,0,0,0,,,,0,7,2,0,0,225000
71,20,0,95.0,13651,0,,1,0,0,0,0,11,0,0,0,1,7,6,1973,1973,0,0,7,4,0.0,1115.0,1,1,1,0.0,0.0,1.0,1.0,1880,0.0,0,343,2223,0,0,0,0.0,2223,0,0,2223,1,0,2,0,3,1,1,8,0,2,1.0,0.0,7.0,2.0,2,516,0.0,0.0,0,300,0,0,0,0,0,,,,0,2,1,0,0,244000
72,20,0,69.0,7599,0,,0,0,0,2,0,4,0,0,0,1,4,6,1982,2006,0,0,3,4,1.0,0.0,1,0,1,1.0,0.0,0.0,1.0,565,0.0,0,280,845,0,2,0,0.0,845,0,0,845,1,0,1,0,2,1,1,4,0,0,,1.0,42.0,1.0,2,360,0.0,0.0,0,0,0,0,0,0,0,,,,0,6,1,0,0,129500
73,60,0,74.0,10141,0,,1,0,0,2,0,17,0,0,0,0,7,5,1998,1998,0,0,0,0,0.0,40.0,1,0,0,0.0,0.0,0.0,2.0,0,0.0,0,832,832,0,1,0,0.0,885,833,0,1718,0,0,2,1,3,1,1,7,0,1,0.0,0.0,3.0,2.0,2,427,0.0,0.0,0,0,94,0,0,291,0,,,,0,12,3,0,0,185000
74,20,0,85.0,10200,0,,0,0,0,0,0,11,0,0,0,1,5,7,1954,2003,0,0,2,5,0.0,104.0,1,0,1,1.0,0.0,0.0,1.0,320,1.0,8,404,1086,0,1,0,0.0,1086,0,0,1086,1,0,1,0,3,1,1,6,0,0,,0.0,43.0,1.0,2,490,0.0,0.0,0,0,0,0,0,0,0,,1.0,,0,5,4,0,0,144900
75,50,1,60.0,5790,0,,0,0,0,2,0,7,0,0,0,0,3,6,1915,1950,2,0,0,0,1.0,0.0,0,1,1,3.0,0.0,0.0,2.0,0,0.0,0,840,840,0,1,1,0.0,840,765,0,1605,0,0,2,0,3,2,1,8,0,0,,1.0,44.0,1.0,1,379,0.0,0.0,0,0,0,202,0,0,0,,,,0,5,4,0,0,107400
76,180,1,21.0,1596,0,,0,0,0,0,0,14,0,0,4,5,4,5,1973,1973,0,0,6,6,1.0,0.0,1,0,1,0.0,0.0,1.0,0.0,462,0.0,0,0,462,0,2,0,0.0,526,462,0,988,1,0,1,0,2,1,1,5,0,0,,2.0,7.0,1.0,1,297,0.0,0.0,0,120,101,0,0,0,0,,1.0,,0,11,3,0,0,91000
77,20,0,,8475,0,,1,0,0,0,0,11,0,0,0,1,4,7,1956,1956,0,0,0,0,1.0,0.0,1,0,1,1.0,0.0,0.0,1.0,228,0.0,0,724,952,0,0,0,2.0,952,0,0,952,0,0,1,0,2,1,1,4,0,0,,1.0,45.0,1.0,1,283,0.0,0.0,0,0,0,0,0,0,0,,,,0,4,0,0,0,135750
78,50,1,50.0,8635,0,,0,0,0,0,0,8,0,0,0,2,5,5,1948,2001,0,0,2,5,1.0,0.0,1,0,1,1.0,0.0,0.0,4.0,336,5.0,9,295,672,0,2,0,0.0,1072,213,0,1285,1,0,1,0,2,1,1,6,1,0,,1.0,46.0,1.0,1,240,0.0,0.0,0,0,0,0,0,0,0,,0.0,,0,1,0,0,0,127000
79,90,0,72.0,10778,0,,0,0,0,0,0,9,0,0,2,1,4,5,1968,1968,1,0,3,3,1.0,0.0,1,0,1,1.0,0.0,0.0,2.0,0,0.0,0,1768,1768,0,2,1,0.0,1768,0,0,1768,0,0,2,0,4,2,1,8,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,,0,4,4,0,0,136500
80,50,1,60.0,10440,0,0.0,0,0,0,2,0,7,0,0,0,0,5,6,1910,1981,0,0,2,5,1.0,0.0,1,0,0,1.0,0.0,0.0,2.0,0,0.0,0,440,440,0,1,0,0.0,682,548,0,1230,0,0,1,1,2,1,1,5,0,0,,1.0,26.0,1.0,2,440,0.0,0.0,0,74,0,128,0,0,0,,0.0,,0,5,3,0,0,110000
81,60,0,100.0,13000,0,,0,0,0,2,0,11,0,0,0,0,6,6,1968,1968,0,0,0,0,0.0,576.0,1,1,1,0.0,0.0,0.0,3.0,448,0.0,0,448,896,0,2,0,0.0,1182,960,0,2142,0,0,2,1,4,1,0,8,0,1,1.0,0.0,21.0,2.0,1,509,0.0,0.0,0,0,72,0,0,252,0,,,,0,6,3,0,0,193500
82,120,1,32.0,4500,0,,0,0,0,1,0,4,0,0,3,1,6,5,1998,1998,1,0,0,0,0.0,443.0,1,1,0,2.0,1.0,0.0,0.0,1201,0.0,0,36,1237,0,0,0,0.0,1337,0,0,1337,1,0,2,0,2,1,1,5,0,0,,0.0,3.0,2.0,2,405,0.0,0.0,0,0,199,0,0,0,0,,,,0,3,2,0,0,153500
83,20,0,78.0,10206,0,,0,0,0,0,0,5,0,0,0,1,8,5,2007,2007,0,0,0,0,2.0,468.0,1,0,0,0.0,0.0,0.0,0.0,33,0.0,0,1530,1563,0,0,0,0.0,1563,0,0,1563,0,0,2,0,3,1,0,6,0,1,1.0,0.0,22.0,0.0,3,758,0.0,0.0,0,144,99,0,0,0,0,,,,0,10,0,0,0,245000
84,20,0,80.0,8892,0,,1,0,0,0,0,11,0,0,0,1,5,5,1960,1960,0,0,1,1,3.0,66.0,1,0,1,1.0,0.0,0.0,2.0,0,0.0,0,1065,1065,0,1,0,0.0,1065,0,0,1065,0,0,1,1,3,1,1,6,0,0,,1.0,47.0,1.0,2,461,0.0,0.0,0,74,0,0,0,0,0,,,,0,7,1,2,0,126500
85,80,0,,8530,0,,1,0,0,0,0,17,0,0,0,5,7,5,1995,1996,0,0,3,3,0.0,22.0,1,0,0,0.0,0.0,0.0,2.0,0,0.0,0,384,384,0,1,0,0.0,804,670,0,1474,0,0,2,1,3,1,1,7,0,1,0.0,2.0,28.0,2.0,2,400,0.0,0.0,0,120,72,0,0,0,0,,,0.0,700,5,3,0,0,168500
86,60,0,121.0,16059,0,,0,0,0,2,0,3,0,0,0,0,8,5,1991,1992,1,0,3,3,0.0,284.0,0,0,1,0.0,0.0,0.0,2.0,0,0.0,0,1288,1288,0,0,0,0.0,1301,1116,0,2417,0,0,2,1,4,1,0,9,0,1,0.0,0.0,15.0,1.0,2,462,0.0,0.0,0,127,82,0,0,0,0,,,,0,4,2,0,0,260000
87,60,0,122.0,11911,0,,2,0,0,0,0,17,0,0,0,0,6,5,2005,2005,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,3.0,2.0,0,0.0,0,684,684,0,0,0,0.0,684,876,0,1560,0,0,2,1,3,1,0,6,0,1,1.0,2.0,11.0,2.0,2,400,0.0,0.0,0,100,38,0,0,0,0,,,,0,3,3,0,0,174000
88,160,3,40.0,3951,0,1.0,0,0,0,2,0,5,0,0,3,0,6,5,2009,2009,0,0,0,0,2.0,76.0,0,0,0,0.0,0.0,3.0,2.0,0,0.0,0,612,612,0,0,0,0.0,612,612,0,1224,0,0,2,1,2,1,0,4,0,0,,1.0,48.0,0.0,2,528,0.0,0.0,0,0,234,0,0,0,0,,,,0,6,3,1,2,164500
89,50,2,105.0,8470,0,,1,0,0,2,0,13,1,3,0,2,3,2,1915,1982,1,0,7,4,1.0,0.0,3,2,1,1.0,2.0,0.0,2.0,0,0.0,0,1013,1013,0,2,1,0.0,1013,0,513,1526,0,0,1,0,2,1,3,6,0,0,,,,,0,0,,,1,0,0,156,0,0,0,,0.0,,0,10,3,3,1,85000
90,20,0,60.0,8070,0,,0,0,0,0,0,0,0,0,0,1,4,5,1994,1995,0,0,0,0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,588,0.0,0,402,990,0,0,0,0.0,990,0,0,990,1,0,1,0,3,1,1,5,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,,0,8,1,0,0,123600
91,20,0,60.0,7200,0,,0,0,0,0,0,11,0,0,0,1,4,5,1950,1950,0,0,4,5,1.0,0.0,1,0,4,,,,,0,,0,0,0,0,2,0,2.0,1040,0,0,1040,0,0,1,0,2,1,1,4,0,0,,1.0,49.0,1.0,2,420,0.0,0.0,0,0,29,0,0,0,0,,,,0,7,2,0,0,109900
92,20,0,85.0,8500,0,,0,0,0,0,0,11,0,0,0,1,5,3,1961,1961,1,0,3,3,3.0,203.0,1,0,1,1.0,0.0,0.0,3.0,600,0.0,0,635,1235,0,2,0,0.0,1235,0,0,1235,0,0,1,0,2,1,1,6,0,0,,0.0,50.0,1.0,2,480,0.0,0.0,0,0,0,0,0,0,0,,1.0,,0,12,2,0,1,98600
93,30,0,80.0,13360,0,0.0,1,3,0,0,0,2,0,0,0,1,5,7,1921,2006,0,0,2,5,1.0,0.0,1,1,2,0.0,0.0,0.0,1.0,713,0.0,0,163,876,0,0,0,0.0,964,0,0,964,1,0,1,0,2,1,1,5,0,0,,1.0,51.0,1.0,2,432,0.0,0.0,0,0,0,44,0,0,0,,,,0,8,3,0,0,163500
94,190,2,60.0,7200,0,,0,0,0,2,0,7,0,0,1,6,6,6,1910,1998,1,0,1,1,1.0,0.0,1,0,2,1.0,2.0,2.0,3.0,1046,0.0,0,168,1214,1,0,1,0.0,1260,1031,0,2291,0,1,2,0,4,2,1,9,0,1,1.0,1.0,52.0,1.0,2,506,0.0,0.0,0,0,0,0,0,99,0,,,,0,11,1,0,0,133900
95,60,0,69.0,9337,0,,1,0,0,0,0,0,0,0,0,0,6,5,1997,1997,0,0,0,0,1.0,0.0,1,1,0,0.0,0.0,0.0,0.0,648,0.0,0,176,824,0,0,0,0.0,905,881,0,1786,1,0,2,1,3,1,0,7,0,0,,0.0,33.0,0.0,2,684,0.0,0.0,0,0,162,0,0,0,0,,,,0,5,1,0,0,204750
96,60,0,,9765,0,,2,0,0,2,0,17,0,0,0,0,6,8,1993,1993,0,0,0,0,0.0,68.0,2,1,0,0.0,1.0,0.0,1.0,310,0.0,0,370,680,0,1,0,0.0,680,790,0,1470,0,0,2,1,3,1,1,6,0,1,0.0,2.0,5.0,2.0,2,420,0.0,0.0,0,232,63,0,0,0,0,,,0.0,480,4,3,0,0,185000
97,20,0,78.0,10264,0,,1,0,0,0,0,0,0,0,0,1,7,5,1999,1999,0,0,0,0,0.0,183.0,0,0,0,0.0,0.0,3.0,1.0,1162,0.0,0,426,1588,0,0,0,0.0,1588,0,0,1588,0,0,2,0,3,1,0,6,0,0,,0.0,38.0,0.0,2,472,0.0,0.0,0,158,29,0,0,0,0,,,,0,8,2,0,0,214000
98,20,0,73.0,10921,0,,0,3,0,0,0,15,0,0,0,1,4,5,1965,1965,1,0,3,3,0.0,48.0,1,0,1,1.0,0.0,0.0,3.0,520,0.0,0,440,960,0,2,0,1.0,960,0,0,960,1,0,1,0,3,1,1,6,0,0,,0.0,10.0,2.0,1,432,0.0,0.0,2,120,0,0,0,0,0,,,,0,5,1,0,0,94750
99,30,0,85.0,10625,0,,0,0,0,2,0,15,0,0,0,1,5,5,1920,1950,0,0,2,5,1.0,0.0,1,0,2,1.0,0.0,0.0,1.0,108,0.0,0,350,458,0,3,1,0.0,835,0,0,835,0,0,1,0,2,1,1,5,0,0,,4.0,25.0,1.0,1,366,1.0,0.0,0,0,0,77,0,0,0,,,0.0,400,5,4,2,1,83000
100,20,0,77.0,9320,0,,1,0,0,0,0,11,0,0,0,1,4,5,1959,1959,0,0,7,4,1.0,0.0,1,0,1,1.0,0.0,0.0,1.0,569,0.0,0,381,950,0,3,0,0.0,1225,0,0,1225,1,0,1,1,3,1,1,6,0,0,,,,,0,0,,,0,352,0,0,0,0,0,,,0.0,400,1,4,0,0,128950
101,20,0,,10603,0,,1,0,0,0,0,6,0,0,0,1,6,7,1977,2001,0,0,7,4,0.0,28.0,1,0,0,1.0,0.0,2.0,1.0,1200,0.0,0,410,1610,0,1,0,0.0,1610,0,0,1610,1,0,2,0,3,1,0,6,0,2,0.0,0.0,32.0,0.0,2,480,0.0,0.0,0,168,68,0,0,0,0,,,,0,2,4,0,0,205000
102,60,0,77.0,9206,0,,0,0,0,0,0,12,0,0,0,0,6,5,1985,1985,0,0,3,3,0.0,336.0,0,0,1,0.0,0.0,0.0,2.0,0,0.0,0,741,741,0,2,0,0.0,977,755,0,1732,0,0,2,1,3,1,0,7,0,1,0.0,0.0,34.0,2.0,2,476,0.0,0.0,0,192,46,0,0,0,0,,,,0,6,4,0,0,178000
103,90,0,64.0,7018,0,,0,1,0,0,0,12,0,0,2,1,5,5,1979,1979,0,0,3,3,1.0,0.0,1,2,4,,,,,0,,0,0,0,0,2,0,0.0,1535,0,0,1535,0,0,2,0,4,2,1,8,0,0,,0.0,53.0,1.0,2,410,0.0,0.0,0,0,0,0,0,0,0,,,,0,6,3,0,4,118964
104,20,0,94.0,10402,0,,1,0,0,2,0,0,0,0,0,1,7,5,2009,2009,0,0,0,0,1.0,0.0,1,0,0,0.0,0.0,0.0,2.0,0,0.0,0,1226,1226,0,0,0,0.0,1226,0,0,1226,0,0,2,0,3,1,0,6,0,0,,0.0,48.0,0.0,3,740,0.0,0.0,0,0,36,0,0,0,0,,,,0,5,4,0,0,198900
105,50,1,,7758,0,,0,0,0,2,0,13,0,0,0,2,7,4,1931,1950,0,0,9,8,0.0,600.0,1,2,0,1.0,0.0,0.0,5.0,224,0.0,0,816,1040,0,0,0,1.0,1226,592,0,1818,0,0,1,1,4,1,1,7,0,2,0.0,1.0,54.0,1.0,1,240,0.0,0.0,0,0,0,0,0,184,0,,,,0,6,1,0,0,169500
106,60,3,75.0,9375,0,,0,0,0,0,0,5,0,0,0,0,8,5,2003,2004,1,0,0,0,0.0,768.0,0,0,0,2.0,0.0,0.0,2.0,0,0.0,0,1053,1053,0,0,0,0.0,1053,939,0,1992,0,0,2,1,3,1,0,9,0,1,1.0,0.0,0.0,0.0,2,648,0.0,0.0,0,140,45,0,0,0,0,,,,0,8,0,0,0,250000
107,30,1,60.0,10800,0,0.0,0,0,0,0,0,7,0,0,0,1,4,7,1885,1995,3,0,0,0,1.0,0.0,1,0,2,3.0,0.0,0.0,2.0,0,0.0,0,641,641,0,1,0,0.0,1047,0,0,1047,0,0,1,0,2,1,1,6,0,0,,1.0,29.0,1.0,1,273,1.0,1.0,1,0,0,0,0,0,0,,,0.0,450,8,1,0,0,100000
108,20,1,50.0,6000,0,,0,0,0,0,0,7,0,0,0,1,5,5,1948,1950,0,0,0,0,1.0,0.0,1,0,1,1.0,0.0,0.0,1.0,104,1.0,10,516,789,0,0,0,0.0,789,0,0,789,0,0,1,0,2,1,1,5,0,0,,1.0,46.0,1.0,1,250,0.0,0.0,0,0,0,0,0,0,0,,,,0,4,0,0,2,115000
109,50,1,85.0,8500,0,,0,0,0,2,0,13,3,0,0,2,5,7,1919,2005,0,0,6,6,1.0,0.0,1,0,1,1.0,0.0,0.0,2.0,0,0.0,0,793,793,1,2,1,1.0,997,520,0,1517,0,0,2,0,3,1,3,7,0,0,,,,,0,0,,,1,0,0,144,0,0,0,,,,0,8,1,0,0,115000
110,20,0,105.0,11751,0,,1,0,0,0,0,6,0,0,0,1,6,6,1977,1977,1,0,7,4,0.0,480.0,1,0,1,0.0,0.0,0.0,4.0,705,0.0,0,1139,1844,0,0,0,0.0,1844,0,0,1844,0,0,2,0,3,1,1,7,0,1,0.0,0.0,32.0,0.0,2,546,0.0,0.0,0,0,122,0,0,0,0,,0.0,,0,1,4,2,0,190000
111,50,0,75.0,9525,0,,0,0,0,0,0,15,0,0,0,2,6,4,1954,1972,0,0,2,5,1.0,0.0,1,0,1,1.0,2.0,0.0,3.0,444,0.0,0,550,994,0,1,0,0.0,1216,639,0,1855,0,0,2,0,4,1,1,7,0,0,,0.0,29.0,1.0,1,325,0.0,0.0,0,182,0,0,0,0,0,,,,0,10,2,0,0,136900
112,80,0,,7750,0,,1,0,0,0,0,17,0,0,0,5,7,5,2000,2000,0,0,0,0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,250,0.0,0,134,384,0,0,0,0.0,774,656,0,1430,0,0,2,1,3,1,1,7,0,1,0.0,2.0,4.0,2.0,2,400,0.0,0.0,0,180,0,0,0,0,0,,,,0,4,4,0,0,180000
113,60,0,77.0,9965,0,,0,0,0,0,0,0,0,0,0,0,7,5,2007,2007,0,0,0,0,2.0,220.0,0,0,0,2.0,0.0,3.0,0.0,984,0.0,0,280,1264,0,0,0,0.0,1282,1414,0,2696,1,0,2,1,4,1,2,10,0,1,1.0,2.0,22.0,2.0,3,792,0.0,0.0,0,120,184,0,0,168,0,,,,0,10,1,1,2,383970
114,20,0,,21000,0,,0,1,0,2,0,2,0,0,0,1,6,5,1953,1953,1,0,2,5,0.0,184.0,1,1,1,0.0,0.0,2.0,1.0,35,3.0,11,905,1809,0,2,0,0.0,2259,0,0,2259,1,0,2,0,3,1,0,7,0,2,1.0,4.0,30.0,1.0,2,450,0.0,0.0,0,166,120,192,0,0,0,,0.0,,0,10,1,2,1,217000
115,70,0,61.0,7259,0,,1,0,0,0,1,2,0,0,0,0,6,8,1945,2002,2,0,2,5,1.0,0.0,1,0,1,1.0,0.0,0.0,1.0,774,4.0,12,104,1028,0,0,0,0.0,1436,884,0,2320,1,0,2,1,3,1,0,9,0,1,0.0,1.0,41.0,1.0,1,180,0.0,0.0,0,224,0,0,0,0,0,,0.0,,0,7,1,0,0,259500
116,160,3,34.0,3230,0,1.0,0,0,0,2,0,5,0,0,3,0,6,5,1999,1999,0,0,1,1,0.0,1129.0,1,0,0,0.0,0.0,0.0,0.0,419,0.0,0,310,729,0,1,0,0.0,729,729,0,1458,0,0,2,1,2,1,1,5,0,1,2.0,1.0,38.0,1.0,2,440,0.0,0.0,0,0,32,0,0,0,0,,,,0,6,1,0,0,176000
117,20,0,,11616,0,,0,0,0,0,0,9,0,0,0,1,5,5,1962,1962,0,0,2,5,0.0,116.0,1,0,1,1.0,0.0,0.0,5.0,170,1.0,13,252,1092,0,2,0,0.0,1092,0,0,1092,0,1,1,0,3,1,1,6,0,1,4.0,0.0,12.0,1.0,1,288,0.0,0.0,0,0,20,144,0,0,0,,,,0,9,3,0,0,139000
118,20,0,74.0,8536,0,,0,0,0,2,0,15,0,0,0,1,5,5,2006,2007,0,0,0,0,1.0,0.0,1,0,0,0.0,0.0,0.0,2.0,0,0.0,0,1125,1125,0,1,0,0.0,1125,0,0,1125,0,0,1,1,2,1,1,5,0,0,,0.0,22.0,1.0,2,430,0.0,0.0,0,80,64,0,0,0,0,,,,0,4,1,1,2,155000
119,60,0,90.0,12376,0,,0,0,0,2,0,12,0,0,0,0,7,5,1990,1990,1,0,7,4,1.0,0.0,1,0,0,0.0,0.0,2.0,0.0,1470,0.0,0,203,1673,0,1,0,0.0,1699,1523,0,3222,1,0,3,0,5,1,0,11,0,2,0.0,0.0,40.0,1.0,3,594,0.0,0.0,0,367,0,0,0,0,0,,,,0,5,4,0,0,320000
120,60,0,65.0,8461,0,,0,0,0,0,0,0,0,0,0,0,6,5,2005,2006,0,0,0,0,1.0,0.0,0,0,0,0.0,0.0,0.0,2.0,0,0.0,0,728,728,0,0,0,0.0,728,728,0,1456,0,0,2,1,3,1,0,8,0,1,1.0,0.0,11.0,2.0,2,390,0.0,0.0,0,0,24,0,0,0,0,,,,0,7,2,1,2,163990
121,80,0,,21453,0,,1,2,0,3,2,19,0,0,0,5,6,5,1969,1969,4,2,7,4,1.0,0.0,1,0,1,1.0,0.0,1.0,1.0,938,0.0,0,0,938,0,0,0,0.0,988,0,0,988,1,0,1,0,1,1,1,4,0,2,0.0,0.0,55.0,1.0,2,540,0.0,0.0,0,0,130,0,130,0,0,,,,0,10,2,0,0,180000
122,50,1,50.0,6060,0,,0,0,0,0,0,13,0,0,0,2,4,5,1939,1950,0,0,8,9,1.0,0.0,1,0,0,1.0,0.0,0.0,2.0,0,0.0,0,732,732,0,1,0,0.0,772,351,0,1123,0,0,1,0,3,1,1,4,0,0,,1.0,53.0,1.0,1,264,0.0,0.0,2,0,0,140,0,0,0,,0.0,,0,6,1,0,0,100000
123,20,0,75.0,9464,0,,0,0,0,2,0,11,0,0,0,1,6,7,1958,1958,1,0,1,1,0.0,135.0,1,1,1,1.0,0.0,0.0,4.0,570,0.0,0,510,1080,0,1,0,0.0,1080,0,0,1080,0,0,1,0,3,1,1,5,0,0,,0.0,18.0,1.0,1,288,0.0,0.0,0,0,0,0,0,130,0,,,,0,6,0,0,0,136000
124,120,0,55.0,7892,0,,0,0,0,0,0,12,0,0,3,1,6,5,1993,1993,0,0,7,4,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,300,0.0,0,899,1199,0,0,0,0.0,1199,0,0,1199,0,0,2,0,2,1,0,5,0,0,,0.0,5.0,0.0,2,530,0.0,0.0,0,0,63,0,0,0,0,,,,0,3,0,0,0,153900
125,20,0,48.0,17043,0,,1,0,0,3,0,6,0,0,0,1,6,5,1979,1998,0,0,3,3,1.0,0.0,1,1,1,0.0,2.0,0.0,2.0,0,0.0,0,1362,1362,0,2,0,0.0,1586,0,0,1586,0,0,2,0,3,1,1,7,0,1,0.0,0.0,53.0,1.0,2,435,0.0,0.0,0,192,0,0,0,0,0,,,,0,1,3,0,0,181000
126,190,1,60.0,6780,0,,0,0,0,0,0,13,0,0,1,2,6,8,1935,1982,0,0,2,5,1.0,0.0,1,2,1,1.0,0.0,3.0,0.0,490,0.0,0,30,520,0,1,1,0.0,520,0,234,754,1,0,1,0,2,1,1,5,0,0,,,,,0,0,,,1,53,0,0,0,0,0,,,,0,6,2,0,0,84500
127,120,0,,4928,0,,1,0,0,0,0,20,0,0,3,1,6,5,1976,1976,0,0,7,4,1.0,0.0,1,0,1,0.0,0.0,0.0,1.0,120,0.0,0,958,1078,0,2,0,0.0,958,0,0,958,0,0,2,0,2,1,1,5,0,1,0.0,0.0,32.0,0.0,2,440,0.0,0.0,0,0,205,0,0,0,0,,,,0,2,1,0,0,128000
128,45,1,55.0,4388,0,,1,1,0,0,0,7,1,0,0,3,5,7,1930,1950,0,0,5,5,1.0,0.0,1,1,2,1.0,0.0,0.0,5.0,116,0.0,0,556,672,0,0,0,0.0,840,0,0,840,0,0,1,0,3,1,1,5,0,1,0.0,,,,0,0,,,1,0,0,0,0,0,0,,,,0,6,1,0,0,87000
129,60,0,69.0,7590,0,,0,0,0,0,0,11,2,0,0,0,6,5,1966,1966,0,0,0,0,0.0,266.0,1,0,1,1.0,0.0,0.0,4.0,512,0.0,0,148,660,0,2,0,0.0,660,688,0,1348,0,0,1,1,3,1,1,6,0,1,2.0,0.0,26.0,0.0,2,453,0.0,0.0,0,188,108,0,0,0,0,,,,0,7,2,0,0,155000
130,20,0,69.0,8973,0,,0,0,0,0,0,11,0,0,0,1,5,7,1958,1991,0,0,7,4,0.0,85.0,1,0,1,1.0,0.0,0.0,3.0,567,1.0,14,413,1008,0,2,0,2.0,1053,0,0,1053,0,1,1,1,3,1,2,6,0,0,,5.0,3.0,0.0,2,750,0.0,0.0,0,0,80,0,180,0,0,,3.0,,0,7,2,0,1,150000
131,60,0,88.0,14200,0,,0,0,0,2,0,11,0,0,0,0,7,6,1966,1966,0,0,1,1,0.0,309.0,1,0,1,1.0,0.0,0.0,3.0,445,0.0,0,479,924,0,0,0,0.0,1216,941,0,2157,0,0,2,1,4,1,0,8,0,2,1.0,0.0,26.0,2.0,2,487,0.0,0.0,0,105,66,0,0,0,0,,2.0,,0,5,2,0,0,226000
132,60,0,,12224,0,,1,0,0,2,0,17,0,0,0,0,6,5,2000,2000,0,0,0,0,0.0,40.0,0,0,0,0.0,0.0,0.0,0.0,695,0.0,0,297,992,0,0,0,0.0,1022,1032,0,2054,1,0,2,1,3,1,0,7,0,1,0.0,2.0,4.0,0.0,2,390,0.0,0.0,0,24,48,0,0,0,0,,,,0,7,3,0,0,244000
133,20,0,75.0,7388,0,,0,0,0,2,0,11,0,0,0,1,5,6,1959,2002,0,0,1,1,1.0,0.0,1,0,1,1.0,0.0,0.0,3.0,405,0.0,0,658,1063,0,1,0,0.0,1327,0,0,1327,1,0,1,0,3,1,0,7,0,0,,1.0,47.0,1.0,2,624,0.0,0.0,0,0,0,0,0,0,0,,,,0,7,1,0,0,150750
134,20,0,,6853,0,,1,0,0,0,0,16,0,0,0,1,8,5,2001,2002,0,0,0,0,0.0,136.0,0,0,0,2.0,0.0,0.0,0.0,1005,0.0,0,262,1267,0,0,0,0.0,1296,0,0,1296,1,0,2,0,2,1,0,6,0,0,,0.0,2.0,2.0,2,471,0.0,0.0,0,192,25,0,0,0,0,,,,0,6,3,0,0,220000
135,20,0,78.0,10335,0,,1,0,0,0,0,9,0,0,0,1,5,6,1968,1993,0,0,7,4,1.0,0.0,1,0,1,1.0,0.0,0.0,3.0,570,0.0,0,891,1461,0,1,0,0.0,1721,0,0,1721,0,0,2,1,3,1,1,7,1,1,0.0,0.0,21.0,0.0,2,440,0.0,0.0,0,0,96,180,0,0,0,,0.0,,0,7,2,0,0,180000
136,20,0,80.0,10400,0,,0,0,0,0,0,6,0,0,0,1,7,6,1970,1970,1,0,7,4,0.0,288.0,1,0,0,1.0,0.0,0.0,2.0,0,0.0,0,1304,1304,0,1,0,0.0,1682,0,0,1682,0,0,2,0,3,1,1,7,0,1,1.0,0.0,16.0,1.0,2,530,0.0,0.0,0,98,0,0,0,0,0,,0.0,,0,5,0,0,0,174000
